diameter,speed,color,power
11.872700594236813,9.663642416770067,blue,37.39427755395208
14.75357153204958,9.330319447502042,purple,55.70595199093664
13.659969709057025,5.226093350530947,red,29.481137573758836
12.993292420985183,5.13183487248626,blue,27.330395532986852
10.780093202212182,6.882316834390248,red,26.016775426354318
10.779972601681013,9.052766653909163,green,25.83587013098648
10.290418060840997,9.936380646574722,blue,31.019086528075146
14.330880728874675,5.752084455517641,blue,33.55838982399069
13.005575058716044,7.970653576760675,red,36.86375921130561
13.540362888980226,6.904454283155108,blue,35.28934001213218
10.102922471479012,9.849571989073016,red,30.286496284924286
14.849549260809972,9.210594615678543,blue,50.68448531015339
14.162213204002109,9.19164352355569,purple,51.81392526015444
11.061695553391381,7.343465798974851,red,28.028350588361594
10.909124836035502,7.074097511688326,blue,26.977561622325535
10.91702254926717,6.367035359653531,green,20.269104752527717
11.521211214797688,5.281877483254636,blue,24.028112625588474
12.62378215816119,9.323611881275266,green,34.65149898332934
12.159725093210579,9.064505045650389,green,31.8751798333928
11.45614570099021,9.998588366430653,purple,41.284298054769785
13.059264473611897,9.983184185369527,red,44.141040183854614
10.69746930326021,7.777158528013137,blue,27.863232036252246
11.46072324267609,8.844937075902553,purple,38.34028252690055
11.831809216468459,9.723828649412141,blue,37.17158435706305
12.280349921085179,9.248236953387057,green,33.025715735452245
13.925879806965067,6.236740508715988,red,34.20959771327989
10.998368910791799,7.252720676550467,blue,27.75390538327769
12.571172192068058,5.645797075757475,blue,27.775680930407432
12.962072844310212,9.770255136293612,green,38.00464967160351
10.232252063599988,8.0308731722544,blue,26.836276039537534
13.037724259507192,6.143214027517313,blue,30.819605527326743
10.852620618436458,8.358503422029283,green,24.640797477160756
10.325257964926397,8.09064120228948,purple,32.218984493351485
14.744427686266667,6.790813590164202,green,34.568622525170724
14.828160165372797,5.567787960998145,purple,39.5365569321024
14.041986740582306,8.357865977963998,red,42.902274260945305
11.523068845866852,7.601538504518967,purple,35.18437980294366
10.488360570031919,8.861591958678197,purple,34.71074088628207
13.421165132560784,7.6008175055599665,red,37.55510579885286
12.200762468698006,9.260907501592701,purple,42.61494776760423
10.610191174223894,7.759534193872428,green,22.474571102699535
12.475884550556351,7.804689857676932,purple,39.30764291318204
10.171942605576092,9.383268013291726,red,29.478789431697297
14.546602010393912,7.017414331061985,green,34.595927663663375
11.293899908000085,5.670076142253204,red,24.438873248418194
13.31261142176991,5.143913381566695,red,28.065806653057294
11.558555380447055,8.775686278368095,blue,33.48859158658148
12.600340105889053,8.101547756767324,blue,35.790142763588
12.733551396716399,8.520398840496117,red,37.58219837215122
10.924272277627635,6.064820807544553,red,24.63287959848634
14.847923138822793,5.681857377933849,red,34.92996234153758
13.875664116805574,5.07272332833941,blue,29.387002325723326
14.697494707820946,6.752937794032984,blue,39.19734475544481
14.474136752138243,7.949588434273165,purple,48.41358628505744
12.989499894055426,6.9612202254986615,purple,38.65932383519856
14.609371175115584,7.1873746101186455,red,40.63467445663902
10.442462510259597,9.520793472468743,green,25.871770999984555
10.979914312095726,6.741277335116502,green,21.25051729260034
10.22613644455269,7.569947445799054,blue,25.815110754692913
11.626651653816321,8.918265063705714,blue,34.19961417005449
11.94338644844741,6.982713911606351,blue,29.986144166061887
11.35674515886948,8.110433501139367,red,30.763331156106588
14.143687545759647,9.311818543733725,green,42.403103500898695
11.783766633467947,9.747603118288211,purple,42.208498085902285
11.404672548436904,5.7353674046451895,red,24.857033436967715
12.713480415791242,9.632938125807472,purple,46.179514023537386
10.704621124873814,7.460581465397691,purple,32.14740149171315
14.010984903770199,6.291221941494792,red,34.726373312108905
10.372753218398854,7.295678781191306,purple,30.644396101630438
14.934434683002586,9.900162876427386,green,49.094957395278534
13.861223846483288,7.463090469964348,purple,43.67564240788777
10.993578407670862,6.6437580514375405,green,21.176400923232112
10.027610585618012,8.167004271583629,green,21.478691388305656
14.07730714227417,6.200728093890966,green,29.53897577337449
13.534286719238086,5.37931664054332,blue,29.784502626538686
13.645035840204937,5.644398609553246,purple,35.73341896402363
13.85635173342973,5.640229194788862,red,31.7731855941411
10.370223258670451,5.759513467561471,red,22.21376647933522
11.792328642721364,5.694135863247051,purple,30.800174373513155
10.579345297625649,8.204373724016072,blue,28.253121073094626
14.315517129377968,5.909400421995724,blue,34.09127680024038
13.11649063413779,6.728336416619316,green,28.26725569799333
11.654490124263246,9.483942049530059,purple,40.71676438086318
10.317791751430118,7.3698082013143615,purple,30.72597826723921
11.554911608578312,8.337788692605136,red,32.259868889180275
11.625916610133736,5.861599356008149,purple,30.893006543265244
13.64803089169032,5.961445094043354,blue,32.216300374935024
13.187787356776067,5.204343081332395,purple,32.97425203320252
14.436063712881634,5.844675315360822,red,34.460225859353294
12.361074625809746,6.392951695159793,green,24.486994498388835
10.597971229691508,5.885052421383734,red,23.064169781996988
13.566223936114975,5.443512668785278,red,29.99393467508467
13.803925243084487,5.603179355503004,green,26.50360783516773
12.80638598784748,7.303893840163629,red,34.04230846641708
13.854835899772805,6.0316685920289625,red,33.121491951376605
12.468977981821954,6.8213493052403775,purple,36.176116090011305
12.61366414690997,7.5170863542742845,purple,38.887885301539065
12.137705091792748,8.451974143146828,green,30.111228114421728
10.127095633720476,5.196560699205495,purple,25.69717784581749
10.539457134966522,8.997051994545213,purple,35.03088307252513
10.157145928433671,8.139501947454539,red,26.897688150945473
13.182052056318902,5.4087951597443595,blue,28.821226610660645
11.571779905381634,9.367893120533886,purple,40.06245460505078
12.542853455823515,9.604362002659066,blue,40.20013907739314
14.537832369630465,5.305389799274319,purple,37.41857082223607
11.246461145744375,6.384388240736019,purple,31.146595071035556
12.051914615178148,9.031006398965307,green,31.307591964115414
13.777755692715242,8.741298451918292,green,38.19180547863075
11.143990827458111,5.922605096781886,green,19.78365660759648
10.384899549143965,6.046746616683551,blue,23.03429382156794
11.44875726456884,6.85236051395691,red,27.97119543889827
10.806106436270023,7.422614925955107,purple,32.13524227958886
14.648488261712865,8.09127385765148,purple,49.815853720924
14.040601897822086,6.8445681978488615,purple,42.021207227320915
13.167018782552118,7.31267358066574,blue,35.45582149035487
14.357302950938589,8.737354690668782,green,40.73136827106317
14.018360384495573,5.183416014452989,red,30.58115812028457
10.93285029443018,6.262184721720104,blue,24.956071099428893
14.46279499244989,8.566747929422762,green,40.949369454494146
12.696711209578254,9.476034188435996,blue,40.447970879465664
14.037200775820313,7.5583872105783305,red,39.847824062853064
14.480456499617466,7.660567426326578,green,37.020568694808865
11.59001737485932,5.53586005669888,blue,24.810098960877404
10.550259622638384,7.237061834117274,red,26.302257538926497
11.139675812709708,7.663086332275116,purple,33.9995437550211
12.135538943131282,6.212352518173648,red,28.319768591447858
14.090073829612464,6.346216154746905,purple,40.28531554998456
14.303652916281717,6.886420815523113,blue,38.22804283465148
10.034760652655953,5.100355988888632,green,15.286793804978307
12.553736512887829,6.610395827915891,green,25.87197463805842
12.087055015743895,6.057240034982723,blue,27.939221265097633
11.110539052353651,6.637486760889573,green,21.381406793498012
10.599326836668414,5.598810659096256,green,17.60015924898315
11.68807585701814,9.452636403699476,purple,40.931769838946906
14.714548519562596,7.967962267770243,blue,44.6146878203278
11.616014660103776,8.395511595722448,red,32.77513228756606
12.59395310871683,8.945856193036692,purple,43.44149846002231
13.515094794475889,7.492210994645286,blue,37.25591315460957
11.81814801189647,5.434601440437119,purple,30.344209086187774
14.858910413604804,7.685532709092739,red,43.82271327892142
14.812236474710556,7.934205590104396,red,44.84593048561629
11.258911479126821,8.727197370921651,blue,32.050302128199846
12.486242529461927,7.158297731148397,red,32.3140536368432
11.504391549083849,5.637901513977819,purple,29.956517115884726
11.424202471887337,6.418879528993623,red,26.787003446332193
10.184434736772664,6.815411481993175,purple,29.180451172683348
13.047821669899484,8.229586206658006,purple,43.18239624080913
12.513395116144308,7.85389152334456,red,34.64139451951264
10.257393756249947,6.780483629489231,blue,24.2436376061122
11.393232321183056,9.932576243964899,green,30.882517447130724
14.541329429833269,8.028874096784435,red,44.073097609165195
11.197809453334862,6.186133958679973,purple,30.390941832934487
10.724474360456115,5.508912363102018,purple,27.73181953391162
12.447263801387816,5.7642956959216605,red,27.931868425067705
14.928252270553003,6.229788641922541,blue,37.73675001054997
11.210276357557502,5.803406866297778,blue,24.723887856739793
13.360677737029393,5.932835120256529,purple,36.1661306154655
13.808098076643589,6.425475843469235,purple,39.514641231168774
11.188187719961999,5.866867976473774,blue,24.67046068183319
13.641081743059297,9.483827123132127,green,40.29640032667821
11.838915663596266,5.401168728308211,red,25.03092047042215
13.161529152967898,7.622556947851273,purple,41.264472986831436
13.167648553804474,7.051984134948308,purple,39.613893518743396
12.678873420373792,9.911893084543031,blue,41.782799622824555
10.451448850272042,5.560194510840262,red,22.04797118163038
14.17651247794619,6.989277995228708,blue,37.877855056057875
11.60390032485868,9.847352166376844,red,36.45512222426327
10.93259255199927,9.327535629469901,red,32.164526922312916
10.20387570777382,9.085360354746399,red,29.083388649930004
12.95446471594121,6.2895141352246995,purple,36.210875004752374
13.387821809211413,5.854437936950329,green,25.917444946180943
10.082939144639282,8.343216099622154,blue,27.189615305786557
12.560465291496405,9.646879945637929,green,35.53703247258282
11.13247887598969,7.783814465069649,blue,29.260804123734385
13.225863952047249,7.858063447349499,red,37.241255086152975
10.871832145024957,6.399895468301421,purple,30.358029127419787
13.45468869051233,8.847464665959684,green,36.893934044737215
11.933676731502686,5.935218742787617,purple,31.7404635674725
14.683649943683672,6.618396182021218,blue,38.642048891452006
10.687604720729967,7.127182193082084,purple,31.526007946118938
11.705331755251292,7.538051893422275,purple,35.794919451794236
10.567367606202945,6.212048662075401,green,18.930288222566112
14.623468091392814,5.574184123696018,red,33.89979482016584
14.386696766904905,8.053100212208163,purple,48.42147907296429
11.289708138575778,6.443152766201279,red,26.5004570027861
13.299920230170894,7.906191107113061,blue,37.99830652277453
14.08611100100608,5.771813576371011,purple,37.91511462280716
12.776004057997312,7.405700509274087,green,29.16983953974763
12.648252891780032,7.662947162757929,blue,34.442708928991095
11.209261454502258,5.259117684112135,blue,23.18783673164253
10.465513839029496,6.6830213909696035,green,19.470127311774352
14.486078789766633,5.672073384694871,purple,38.7954585718221
14.502090285816653,5.3168748523638385,purple,37.26504610518855
13.16550728636634,9.949801161949726,blue,44.38173761334411
11.695148955243504,6.611769224873615,purple,33.1046836842364
